OMIM_gene,OMIM_disease_ch,OMIM_id
PTOS1,上睑下垂，先天性，1 ,178300
PTOS2,上睑下垂，遗传先天性2,300245
PTPN1,胰岛素耐药性（耐药性），易感,176885
PTPN11,"LEOPARD综合征1 ;幼年型粒单核细胞白血病，,体细胞;混合性软骨瘤病;努南综合征1",176876
PTPN12,结直肠癌，体细胞,600079
PTPN14,鼻后孔闭锁和淋巴水肿,603155
PTPN22,糖尿病，1型，易感性 ;类风湿性关节炎，易感 ;系统性红斑狼疮易感性,600716
PTPRC,丙型肝炎病毒，易感;重型联合免疫缺陷症，T细胞阴性，B细胞/自然杀伤细胞阳性 ,151460
PTPRF,乳房和乳头，不发育或发育不全 ,179590
PTPRJ,结直肠癌，体细胞,600925
PTPRO,肾病综合征，6型,600579
PTPRQ,耳聋，常染色体隐性遗传84A,603317
PTPRZ1,幽门螺杆菌感染，易感,176891
PTRF,先天性全身脂肪营养不良4型,603198
PTRH2,小儿发病的多系统神经、内分泌、胰腺疾病,608625
PTS,高苯丙氨酸血症，BH4缺乏症，A,612719
PUF60,Verheij综合征,604819
PURA,智力低下，常染色体显性遗传31,600473
PURAQTL1,多不饱和脂肪酸的血浆水平的QTL1 ,612795
PUS1,肌病，乳酸酸中毒及铁粒幼红细胞性贫血1 ,608109
PVNH3,室周脑瘤异位3,608098
PVNH5,室周脑瘤异位5,612881
PVOP1,盆腔器官脱垂，易感，1 ,176780
PVOP2,盆腔器官脱垂，易感，2 ,613088
PVRL4,外胚层发育不良-并指综合征1,609607
PXDN,角膜混浊等眼部异常,605158
PYCR1,常染色体隐性遗传皮肤松弛症IIB型;常染色体隐性遗传皮肤松弛症IIIB型,179035
PYCR2,低髓鞘化脑白质营养不良 ，10 ,616406
PYGL,糖原累积症VI,613741
PYGM,McArdle病（糖原贮积症Ⅴ型 ）,608455
QARS,进行性小头畸形伴癫痫发作和大脑小脑萎缩,603727
QDPR,高苯丙氨酸血症，BH6缺乏症，C,612676
QTV,QT间期，变化的 ,610141
RA,中性粒细胞免疫缺陷症综合征 ,180300
RAB18,Warburg micro综合症3,602207
RAB23,Carpenter综合征,606144
RAB27A,Griscelli综合征，2型 ,603868
RAB28,视锥-视杆营养不良18,612994
RAB33B,Smith-McCort发育不良2,605950
RAB39B,Waisman综合征;智力低下，X连锁72,300774
RAB3GAP1,Warburg micro综合症1 ,602536
RAB3GAP2,Martsolf综合征 ;Warburg micro综合症2,609275
RAB7,Charcot-Marie-Tooth病，2B型,602298
RAC2,中性粒细胞免疫缺陷症综合征 ,602049
RAD21,Cornelia de Lange综合征4型,606462
RAD50,奈梅亨破损综合征样障碍,604040
RAD51A,乳腺癌，易感;镜子动作2,179617
RAD51C,家族性乳腺-卵巢癌易感3型;范可尼贫血，互补群O,602774
RAD51L3,家族性乳腺-卵巢癌易感4型,602954
RAD54B,结直肠癌，体细胞;淋巴瘤，非霍奇金，体细胞 ,604289
RAD54L,乳腺癌，浸润性导管;腺癌，结肠，体细胞 ;淋巴瘤，非霍奇金，体细胞 ,603615
RAF1,扩张性心肌病1NN;LEOPARD综合征2;努南综合征5,164760
RAG1,0;结合细胞免疫和体液免疫的缺乏症伴随肉芽肿 ;Omenn综合征;重型联合免疫缺陷症，B细胞阴性,179615
RAG2,结合细胞免疫和体液免疫的缺乏症伴随肉芽肿 ;Omenn综合征;重型联合免疫缺陷症，B细胞阴性,179616
RAI1,Smith-Magenis综合征,607642
RANBP2,传染性严重脑病易感3型,601181
RAP1GDS1,淋巴细胞性白血病，急性T细胞,179502
RAPSN,婴儿运动机能丧失变型序列;肌无力综合征，先天性，11，乙酰胆碱受体缺乏症相关,601592
RARA,急性早幼粒细胞白血病,180240
RARB,综合征型小眼畸形12型,180220
RARS,低髓鞘化脑白质营养不良9型,107820
RARS2,脑桥小脑发育不全，6型,611524
RASA1,基底细胞癌，体细胞;毛细血管-动静脉畸形综合征;Parkes Weber综合征,139150
RASGRP2,出血性障碍，血小板型，18 ,605577
RASSF1,肺癌,605082
RAX,单纯性小眼畸形3,601881
RAX2,黄斑变性、年龄相关，6;视锥-视杆营养不良11,610362
RB1,膀胱癌，体细胞 ;骨肉瘤，体细胞;视网膜母细胞瘤 ;视网膜母细胞瘤，三边 ;小细胞肺癌，体细胞,614041
RB1CC1,乳腺癌，体细胞,606837
RBBP8,Jawad综合征;胰腺癌，体细胞;Seckel综合征2,604124
RBCK1,葡聚糖体肌病1伴或不伴免疫缺陷症 ,610924
RBM10,TARP综合征,300080
RBM15,巨核母细胞白血病，急性,606077
RBM20,心肌病，扩张1DD,613171
RBM28,秃头症，神经缺损和内分泌综合征 ,612074
RBM8A,血小板减少-桡骨缺失综合征 ,605313
RBMX,X连锁综合征型智力低下11型，Shashi型,300199
RBP3,视网膜色素变性 ,180290
RBP4,小眼畸形，孤立性，伴随眼组织缺损10;视网膜萎缩、虹膜缺损、和粉刺痤疮综合征,180250
RBPJ,Adams-Oliver综合征3,147183
RC14S,环状14号染色体综合征,616606
RCBTB1,β-吡喃葡糖苷浅尝;酒精依赖性，易感性,607867
RCD1,视网膜球果营养不良-1,180020
RCHTS,Roifman-Chitayat综合征,613328
RCM2,心肌病，家族性限制性，2 ,609578
RD3,Leber先天性黑蒙12 ,180040
RDH11,视网膜营养不良，青少年性白内障，矮小综合征 ,607849
RDH12,Leber氏先天性黑蒙13,608830
RDH5,白点状眼底 ,601617
RDX,耳聋，常染色体隐性遗传24,179410
RECQL2,Werner综合征,604611
RECQL3,Bloom综合征 ,604610
RECQL4,Baller-Gerold综合征;RAPADILINO综合征;Rothmund-Thomson综合征 ,603780
REEP1,远端型遗传性运动神经病，VB型;痉挛性截瘫31，常染色体显性遗传 ,609139
REEP2,痉挛性截瘫72，常染色体显性遗传 ;痉挛性截瘫72，常染色体隐性遗传 ,609347
RELN,癫痫，家族性颞叶，7 ;无脑回2（Norman Roberts型）,600514
REN,Hyperproreninemia;家族性幼年高尿酸血症性肾病2型;肾小管发育不全,179820
RERE,神经发育障碍伴或不伴脑、眼或心脏异常,605226
REST,Wilms瘤6型易感性,600571
RET,先天性巨结肠症，易感，1;先天性致死型中枢性肺换气不足综合征;甲状腺髓样癌;多发性内分泌瘤病IIA;多发性内分泌瘤病IIB;嗜铬细胞瘤,164761
RETN,非胰岛素依赖性糖尿病，易感;高血压，胰岛素抵抗相关，易感性,605565
RFH1,肾病-高血压,161900
RFT1,先天性糖基化障碍，In型,611908
RFX5,裸淋巴细胞综合征，II型，互补群C;裸淋巴细胞综合征，II型，互补群E,601863
RFX6,Mitchell-Riley综合征,612659
RFXANK,MHC II类缺乏症，互补B组,603200
RFXAP,裸淋巴细胞综合征，II型，互补群D,601861
RGR,视网膜色素变性44,600342
RGS5,血压调节QTL,603276
RGS9,Brady视力缺乏症障碍？,604067
RGS9BP,Brady视力缺乏症障碍？,607814
RHAG,贫血，溶血性，Rh-null，调节型 ;水分过多的遗传性口形红细胞增多症;Rh-mod综合征,180297
RHBDF2,胼胝症伴随食管癌,614404
RHCE,血型，Rhesus ;Rh-null疾病，无效基因型,111700
RHD,Rh-阴性血型,111680
RHO,夜盲，先天性静止性，常染色体显性遗传1;视网膜色素变性4，常染色体显性或隐性遗传;白点状视网膜炎,180380
RIEG2,Rieger综合征，2型,601499
RIL,骨质疏松症，易感性,603422
RIMS1,视锥-视杆营养不良7,606629
RIN2,大头畸形，脱发，皮肤松弛，和脊柱侧凸综合征,610222
RIPK4,致死性腘翼状胬肉综合征，Bartsocas-Papas型,605706
RIPPLY2,脊椎肋骨发育不全6,609891
RIT1,努南综合征8,609591
RJBS,Rajab综合征,613658
RLBP1,bothnia视网膜发育不良 ;洛伯病，白点状眼底;纽芬兰视杆-视锥营养不良;白点状视网膜炎,180090
RLS1,不安腿综合征,102300
RLS2,多动腿综合征2,608831
RLS3,多动腿综合征3,610438
RLS4,多动腿综合征4,610439
RLS5,多动腿综合征5,611242
RLS6,多动腿综合征6,611185
RLS7,多动腿综合征7,612853
RLS8,多动腿综合征8,615197
RMD1,波纹肌肉病-1,600332
RMND1,复合型氧化磷酸化缺陷症11,614917
RMRP,Anauxetic发育不良;软骨-毛发发育不全 ;干骺端发育不良不伴随少毛症,157660
RNASEH1,进行性外眼肌瘫痪伴线粒体DNA缺失，常染色体隐性遗传2,604123
RNASEH2A,Aicardi-Goutieres综合征4,606034
RNASEH2B,Aicardi-Goutieres综合征2,610326
RNASEH2C,Aicardi-Goutieres综合征3,610330
RNASEL,前列腺癌1,180435
RNASET2,脑白质病变，囊性，无巨脑畸形 ,612944
RNF113A,毛发低硫营养不良5，非光敏,300951
RNF125,Tenorio综合征,610432
RNF135,大头畸形、巨大胎儿、面部畸形综合征 ,611358
RNF139,肾细胞癌 ,603046
RNF168,RIDDLE综合征,612688
RNF170,感觉性共济失调1型，常染色体显性遗传,614649
RNF212,重组率QTL1,612041
RNF213,烟雾病2，敏感性（脑底异常血管网络病2型）,613768
RNF216,小脑共济失调和低促性腺素性功能减退症,609948
RNF6,食管癌，体细胞 ,604242
RNU4ATAC,小头骨发育不良先天性侏儒I型;Roifman综合征,601428
ROBO2,膀胱输尿管逆流2,602431
ROBO3,凝视麻痹，水平的，伴随进行性脊柱侧凸 ,608630
ROGDI,Kohlschutter-Tonz综合征,614574
ROM1,视网膜色素变性7，二基因的,180721
ROR2,短指（趾）症，B1型;Robinow综合征，常染色体隐性遗传,602337
RORC,免疫缺陷症42,602943
RP1,视网膜色素变性1 ,603937
RP1L1,隐性黄斑营养障碍,608581
RP2,视网膜色素变性29,300757
RP22,视网膜色素变性22,602594
RP24,视网膜色素变性24 ,300155
RP29,视网膜色素变性29,612165
RP32,视网膜色素变性32,609913
RP34,视网膜色素变性34,300605
RP6,视网膜色素变性63,312612
RP63,视网膜色素变性63,614494
RP9,视网膜色素变性9,607331
RPE65,Leber氏先天性黑蒙2;视网膜色素变性20,180069
RPGR,X连锁视锥-视杆营养不良1型;黄斑变性，X连锁型萎缩;视网膜色素变性3;视网膜色素变性，X连锁，和中国呼吸感染，伴或不伴耳聋,312610
RPGRIP1,视锥-视杆营养不良13;Leber氏先天性黑蒙6,605446
RPGRIP1L,COACH综合征;肢端胼胝体综合征7（Joubert综合征7）;Meckel综合征5,610937
RPIA,核糖5-磷酸异构酶缺乏症,180430
RPL10,自闭症，易感性，X连锁5,312173
RPL11,Diamond-Blackfan贫血7,604175
RPL15,Diamond-Blackfan 贫血12,604174
RPL21,稀毛症12 ,603636
RPL26,Diamond-Blackfan 贫血11,603704
RPL35A,Diamond-Blackfan贫血症5,180468
RPL5,Diamond-Blackfan贫血6,603634
RPS10,Diamond-Blackfan贫血9,603632
RPS14,巨幼细胞性贫血，难以治疗，由于5q缺失，体细胞,130620
RPS17,Diamond-Blackfan贫血症4,180472
RPS19,Diamond-Blackfan贫血1,603474
RPS24,Diamond-Blackfan贫血3,602412
RPS26,Diamond-Blackfan贫血10,603701
RPS28,Diamond-Blackfan贫血15伴随颌面骨发育不全 ,603685
RPS29,Diamond-Blackfan贫血13,603633
RPS6KA3,Coffin-Lowry综合征（科-勒二氏综合征 ）;智力低下，X连锁19,300075
RPS7,Diamond-Blackfan贫血8,603658
RPSA,无脾，分离先天性,150370
RPY,色素性视网膜炎，Y连锁,400004
RRAS2,卵巢癌 ,600098
RRDX,辐射线缺乏,300378
RRIS,睡眠呼吸节律,609116
RRM2B,线粒体DNA缺失综合征8A（肝脑型伴随肾小管疾病）;线粒体DNA缺失综合征8B（MNGIE型）;进行性外眼肌瘫痪伴线粒体DNA缺失，常染色体显性遗传5,604712
RS1,青年型视网膜劈裂症,300839
RSCIS,放射敏感性/染色体不稳定综合征，常染色体显性遗传,605463
RSPH1,原发性纤毛运动障碍，24,609314
RSPH3,原发性纤毛运动障碍，32,615876
RSPH4A,原发性纤毛运动障碍，11,612647
RSPH9,原发性纤毛运动障碍，12,612648
RSPO1,掌跖汗管角化病和真性两性体;掌跖汗管角化病和皮肤鳞状细胞癌和性反转 ,609595
RSPO4,无甲畸形先天性,610573
RSPRY1,Faden-Alkuraya型脊椎干骺端发育不全,616585
RTEL1,先天性角化不良，常染色体显性4;先天性角化不良，常染色体隐性5;肺纤维化和/或骨髓衰竭，端粒相关，3 ,608833
RTN2,痉挛性截瘫12，常染色体显性遗传 ,603183
RTN4IP1,Optic萎缩性10，伴或不伴共济失调，精神运动性阻滞，和突然发作,610502
RTN4R,精神分裂症，易感,605566
RTTN,小头畸形，短肢，和多小脑回伴癫痫发作 ,610436
RUBCN,脊髓小脑性共济失调，常染色体隐性15,613516
RUNX1,急性髓系白血病 ;家族性血小板异常伴髓系恶性肿瘤,151385
RUNX2,锁骨颅骨发育不良;锁骨颅骨发育不良，顿挫型，只出现牙齿异常 ;锁骨颅骨发育不良，顿挫型，伴随短趾  ;干骺端发育不良伴随上颌骨发育低下伴或不伴短趾,600211
RWS,豚草易感 ,179450
RYR1,恶性高热易感1 ;中央轴空病;King-Denborough综合征;小核肌病伴随眼外肌瘫痪（多微小轴空病）;神经肌肉疾病，先天性，伴随均匀1型纤维,180901
RYR2,致心律失常性右心室发育不良2;儿茶酚胺敏感性多形性室性心动过速1型,180902
S1PR2,耳聋，常染色体隐性遗传68,605111
SACS,痉挛性共济失调，Charlevoix-Saguenay型,604490
SAG,Oguchi疾病（小口型先天性静止性夜盲症）-1;视网膜色素变性47,181031
SALL1,Townes-Brocks branchiootorenal样综合征;Townes-Brocks综合征 ,602218
SALL2,常染色体隐性眼缺损症,602219
SALL4,Duane桡侧列综合征;IVIC综合征,607343
SAMD9,家族性肿瘤样钙沉着症,610456
SAMHD1,冻疮样狼疮2 ;Aicardi-Goutieres综合征5,606754
SANS,Usher综合征，1G型,607696
SAR1B,乳糜颗粒残留症,607690
SARDH,肌氨酸血症 ,604455
SARS2,高尿酸血症、肺性高血压、肾衰竭和碱中毒综合征 ,612804
SASS6,原发性常染色体隐性遗传头小畸型14型,609321
SATB2,Glass综合征,608148
SBDS,再生障碍性贫血，易感性;Shwachman-Diamond综合征,607444
SBF1,Charcot-Marie-Tooth病，4B3型,603560
SBF2,Charcot-Marie-Tooth病，4B2型,607697
SC5DL,烷醇症,602286
SCA18,脊髓小脑性共济失调18,607458
SCA20,脊髓小脑性共济失调20,608687
SCA25,脊髓小脑性共济失调25,608703
SCA30,脊髓小脑性共济失调30,613371
SCA32,脊髓小脑性共济失调32,613909
SCA37,脊髓小脑性共济失调37,615945
SCA4,脊髓小脑性共济失调4,600223
SCAR3,脊髓小脑性共济失调，常染色体隐性遗传,271250
SCAR4,脊髓小脑性共济失调，常染色体隐性遗传4,607317
SCAR6,脊髓小脑性共济失调，常染色体隐性遗传6,608029
SCARB1,高密度脂蛋白胆固醇水平QTL 6 ,601040
SCARB2,癫痫，进行性肌阵挛4，伴或不伴肾功能衰竭,602257
SCARF2,Van den Ende-Gupta综合征,613619
SCAX5,脊髓小脑性共济失调，X-连锁5,300703
SCGB3A2,哮喘，易感,606531
SCLC1,肺小细胞癌,182280
SCLL,染色体8p11骨髓增生综合征,613523
SCN10A,家族性间歇性疼痛综合征2型,604427
SCN11A,家族性间歇性疼痛综合征3型;神经病变，遗传性感觉和自主神经，VII型 ,604385
SCN1A,Dravet综合征;癫痫，全身性，伴高热惊厥，2型;急性发热，家族性，3A;家族性遗传偏瘫性偏头痛3型,182389
SCN1B,房性纤颤，家族性，13;Brugada综合征5;心脏传导缺乏症，非特异性;全身性癫痫，伴高热惊厥，1型,600235
SCN2A,早发幼儿癫痫性脑病11 ;癫痫发作，良性家族性婴儿，3,182390
SCN2B,房性纤颤，家族性，14,601327
SCN3B,房性纤颤，家族性，16;Brugada综合征7,608214
SCN4A,高血钾性周期性麻痹，2型（钾敏感型正常血钾性周期性麻痹）;低钾性周期性瘫痪2型 ;肌无力综合征，先天性，16 ;先天性肌强直症，非典型，乙酰唑胺反应（钾加重性肌强直）;先天性副肌强直症,603967
SCN4B,房性纤颤，家族性，17;长QT综合征-10,608256
SCN5A,婴儿猝死综合征，易感;房性纤颤，家族性，10;Brugada综合征1;心肌病，扩张1E;心传导阻滞，非进行性;心传导阻滞，进行性，IA型;长QT综合征-3;病窦综合征1;室上颤动，家族，1 ,600163
SCN8A,认知障碍伴或不伴或不伴小脑共济失调;癫痫性脑病，早发幼儿，13,600702
SCN9A,"Dravet综合征，修饰性（早发幼儿癫痫性脑病6型）;全身性癫痫，伴高热惊厥，7型;原发性红斑性肢痛病;急性发热，家族性，3B;HSAN2D,常染色体隐性遗传 ;痛觉不敏感，先天性 ;阵发性疼痛障碍;小纤维神经病 ",603415
SCNN1A,支气管扩张伴或不伴汗液氯增高2;假性醛固酮减少症I型,600228
SCNN1B,支气管扩张伴或不伴汗液氯增高1 ;Liddle综合征 ;假性醛固酮减少症I型,600760
SCNN1G,支气管扩张伴或不伴汗液氯增高3;Liddle综合征 ;假性醛固酮减少症I型,600761
SCO1,线粒体复合物IV缺乏症,603644
SCO2,Cardioencephalomyopathy，致命的婴儿，由于细胞色素c氧化酶缺乏症1;近视6,604272
SCP2,脑白质病变伴随肌张力障碍和运动神经病变,184755
SCYL1,脊髓小脑性共济失调，常染色体隐性遗传21,607982
SCZD1,精神分裂症,181510
SCZD10,精神分裂症10 ,605419
SCZD11,精神分裂症,608078
SCZD12,精神分裂症12,608543
SCZD13,精神分裂症，易感，13,613025
SCZD14,精神分裂症，易感，14,612361
SCZD16,精神分裂症16 ,613959
SCZD2,精神分裂症 ,603342
SCZD3,精神分裂症,600511
SCZD5,精神分裂症,603175
SCZD6,精神分裂症,603013
SCZD7,精神分裂症,603176
SCZD8,精神分裂症,603206
SDC3,肥胖，相关,186357
SDCCAG8,Bardet-Biedl综合征16;Senior-Loken综合征7,613524
SDHA,肢带型肌营养不良1GG;Leigh综合征;线粒体呼吸链复合体II缺乏症 ;副神经节瘤5,600857
SDHAF1,线粒体复合物II缺乏症,612848
SDHAF2,副神经节瘤2,613019
SDHB,Cowden综合征2;胃肠道间质瘤 ;副神经节瘤和胃间质肉瘤;副神经节瘤4;嗜铬细胞瘤,185470
SDHC,胃肠道间质瘤 ;节旁体瘤和胃基质瘤;副神经节瘤3,602413
SDHD,类癌瘤，肠;Cowden综合征3;Merkel细胞癌，体细胞;线粒体复合物II缺乏症;节旁体瘤和胃基质瘤;副神经节瘤1，伴或不伴耳聋 ;嗜铬细胞瘤,602690
SEC23A,Craniolenticulosutural发育不良,610511
SEC23B,Cowden综合征7;先天性红细胞生成障碍性贫血，II型 ,610512
SEC24D,Cole-Carpenter综合征2,607186
SEC63,多囊肝病 ,608648
SECISBP2,甲状腺激素代谢，异常 ,607693
SELE,血压调节QTL（数量性状遗传位点？？？）,131210
SELP,IgE过敏症（遗传性过敏症），易感,173610
SEMA3A,低促性腺素性功能减退症16伴或不伴嗅觉缺失,603961
SEMA3E,CHARGE综合征,608166
SEMA4A,视锥-视杆营养不良10;视网膜色素变性35,607292
SEMA7A,血型，John-Milton-Hagen系统,607961
SEPN1,强直脊柱性肌营养不良1型（SEPN1相关性先天性肌营养不良）;肌病，先天性，伴随纤维性不均衡,606210
SEPSECS,脑桥小脑发育不全2D型,613009
SERAC1,3-甲基戊烯二酸尿症伴随耳聋，脑病和Leigh样综合征,614725
SERPINA1,"肺疾病，慢性阻塞性，易感, 606963 (1);α1抗胰蛋白酶缺乏症（由于AAT缺乏症引起的肺气肿）;α1抗胰蛋白酶缺乏症（由于AAT缺乏症引起的肺气肿肝硬化）;α1抗胰蛋白酶缺乏症（由于抗凝血酶引起的出血性因素）",107400
SERPINA3,α1抗胰凝乳蛋白酶缺乏症 ;脑血管病，闭塞性,107280
SERPINB6,耳聋，常染色体隐性遗传，91,173321
SERPINB7,掌跖角化病，Nagashima型,603357
SERPINC1,抗凝血酶Ⅲ缺乏症导致的血栓形成倾向,107300
SERPINF1,成骨不全症，VI型,172860
SERPINH1,成骨不全症，X型 ;早产胎膜早破，易感 ,600943
SERPINI1,家族性脑病，伴随神经源性丝氨酸蛋白酶抑制剂包涵体 ,602445
SETBP1,智力低下，常染色体显性遗传29;Schinzel-Giedion面中部缩回综合征,611060
SETD2,Luscan-Lumish综合征,612778
SETD5,智力低下，常染色体显性遗传23,615743
SETX,肌萎缩性侧索硬化症4型;脊髓小脑性共济失调，常染色体隐性遗传1,608465
SF,血型，Stoltzfus系统 ,111800
SF3B1,骨髓增生异常综合征，体细胞,605590
SF3B4,面骨发育不全1，Nager型,605593
SFTPA1,肺纤维化，特发性，易感,178630
SFTPA2,肺纤维化，特发性,178642
SFTPB,表面活性剂代谢紊乱，肺，1,178640
SFTPC,表面活性剂代谢紊乱，肺，2,178620
SFXN4,复合型氧化磷酸化缺陷症18,615564
SGCA,肢带型肌营养不良，2D型,600119
SGCB,肢带型肌营养不良，2E型,600900
SGCD,肢带型肌营养不良1L;肢带型肌营养不良，2F型,601411
SGCE,肌阵挛性张力失调-11,604149
SGCG,肢带型肌营养不良，2C型,608896
SGOL1,慢性心房和肠道紊乱 ,609168
SGSH,黏多糖贮积症IIIA型（Sanfilippo A）,605270
SH2B3,红细胞增多症，体细胞;骨髓纤维化，体细胞;血小板增多，体细胞,605093
SH2D1A,淋巴增殖综合征，X-连锁，1,300490
SH3BP2,巨颌症 ,602104
SH3GL1,白血病，急性髓系白血病,601768
SH3PXD2B,Frank ter Haar综合征,613293
SH3TC2,Charcot-Marie-Tooth病，4C型;正中神经的神经源性疼痛，轻度,608206
SHANK2,自闭症易感17,603290
SHANK3,精神分裂症15;Phelan-McDermid综合征,606230
SHFL1,Split手/足畸形3伴随长骨缺乏症,119100
SHFLD2,裂掌、畸足伴随长骨缺乏症2,610685
SHFLD3,裂掌、畸足伴随长骨缺乏症3,612576
SHFM1,Split手/足畸形1,183600
SHFM2,Split手/足畸形2,313350
SHFM3,Split手/足畸形3，基因重复综合征,246560
SHFM5,裂掌、畸足5,606708
SHH,前脑无裂畸形3;小眼畸形伴眼缺损5;脑裂畸形;单个上颌中切牙,600725
SHOC2,努南样综合征伴早期毛发稀疏,602775
SHOX,Langer肢中性侏儒;Leri-Weill软骨骨生成障碍;SHOX相关身材矮小，特发家族性,312865
SHOXY,Langer肢中骨发育不良;Leri-Weill软骨骨生成障碍 ;身材矮小，特发家族性,400020
SHROOM4,Stocco dos SantosX连锁智力低下综合症,300579
SI,蔗糖酶-异麦芽糖酶缺乏症，先天性,609845
SIAE,自身免疫性疾病，易感，6,610079
SIAT9,Amish婴儿癫痫综合征 ,604402
SIGMAR1,肌萎缩性脊髓侧索硬化症16，少年期;脊髓性肌萎缩，远端，常染色体隐性遗传，2,601978
SIK1,癫痫性脑病，早发幼儿，30,605705
SIL1,Marinesco-Sjogren综合征（遗传性共济失调-侏儒-智力缺陷综合征）,608005
SIM1,肥胖，严重 ,603128
SIPA1L3,白内障45,616655
SIX1,鳃耳综合征3;耳聋，常染色体显性遗传23,601205
SIX3,前脑无裂畸形2 ;脑裂畸形,603714
SIX5,鳃裂-耳-肾综合征2型,600963
SIX6,视神经盘异常伴随视网膜和/或黄斑营养不良 ,606326
SKI,Shprintzen-Goldberg综合征,164780
SKIV2L,毛发、肝及小肠综合征2,600478
SLC10A2,胆汁酸吸收不良，原发性,601295
SLC11A2,贫血，低色素小细胞，伴随铁过载1 ,600523
SLC12A1,Bartter综合征，1型,600839
SLC12A3,Gitelman综合征 ,600968
SLC12A5,特发性全身性癫痫易感14型;癫痫性脑病，早发幼儿，34,606726
SLC12A6,遗传性运动感觉性神经病伴胼胝体发育不全,604878
SLC13A5,癫痫性脑病，早发幼儿，25,608305
SLC14A1,"血型, Kidd",613868
SLC16A1,红细胞乳酸转运缺乏症 ;家族性高胰岛素血症，7;单羧酸转运蛋白1缺乏症 ,600682
SLC16A12,白内障，少年，伴随小角膜和糖尿,611910
SLC16A2,Allan-Herndon-Dudley综合征,300095
SLC17A3,尿酸浓度，血清、QTL4 ;痛风易感4型,611034
SLC17A5,Salla病 ;唾液酸贮积症，婴儿型,604322
SLC17A8,耳聋，常染色体显性遗传25,607557
SLC17A9,汗孔角化症8，传播轻度光化学性型,612107
SLC19A2,硫胺反应巨胚红血球贫血症合征 ,603941
SLC19A3,硫胺素代谢障碍综合征2（生物素或硫胺素反应性脑病2型）,606152
SLC1A1,精神分裂症的易感18;二羧基氨基酸尿,133550
SLC1A3,发作性共济失调，6型,600111
SLC1A4,痉挛性四肢瘫痪，胼胝体变薄，进行性小头畸形 ,600229
SLC20A2,基底神经中枢钙化，先天性，1,158378
SLC22A12,肾性少尿,607096
SLC22A1L,乳腺癌，体细胞;肺癌，体细胞;横纹肌肉瘤，体细胞,602631
SLC22A4,类风湿性关节炎，易感 ,604190
SLC22A5,系统原发性肉碱缺乏症 ,603377
SLC24A1,先天性静止性（完全的）夜盲症，1D，常染色体隐性遗传,603617
SLC24A4,皮肤/头发/眼睛色素沉着1，金发/棕色头发;皮肤/头发/眼睛色素沉着1，蓝色/绿色眼睛;釉质发育不全，IIA5型,609840
SLC24A5,皮肤/头发/眼睛色素沉着4，浅色/深色皮肤;眼皮肤白化病，VI型,609802
SLC25A1,肾结石，草酸钙 ,190315
SLC25A1,肾结石，草酸钙 ,610130
SLC25A12,全脑型髓鞘形成不良,603667
SLC25A13,瓜氨酸血症，成人型II型 ;瓜氨酸血症，II型，新生儿并发 ,603859
SLC25A15,高鸟氨酸血症-高氨血症-高同型瓜氨酸尿综合征,603861
SLC25A19,小头畸形，Amish型;硫胺素代谢障碍综合征4（渐进性多发性神经病型）,606521
SLC25A20,肉碱脂酰转移酶缺乏症 ,613698
SLC25A22,癫痫性脑病，早发幼儿，3,609302
SLC25A26,复合型氧化磷酸化缺陷症28,611037
SLC25A3,线粒体磷酸载体蛋白缺乏症 ,600370
SLC25A32,运动不耐受，核黄素反应性,610815
SLC25A38,贫血、铁粒幼细胞，2，维生素B6难治疗,610819
SLC25A4,线粒体DNA缺失综合征12（心肌病型） ;伴随线粒体DNA缺失的进行性眼外肌麻痹，常染色体显性遗传2,103220
SLC25A46,"神经病变，遗传性运动和感觉,VIB型",610826
SLC26A2,软骨生成不全Ib型;骨发育不全症II ;De la Chapelle发育不良;骨畸形性发育不良 ;骨畸形性发育不良，广泛的骨-platyspondylic突变;隐性遗传多发性骨骺发育异常，4,606718
SLC26A3,腹泄1，分泌氯化物 ，先天性,126650
SLC26A4,耳聋，常染色体隐性遗传4，伴随前庭导水管扩大;Pendred综合征 ,605646
SLC26A5,耳聋，常染色体隐性遗传61,604943
SLC26A8,精子形成障碍3,608480
SLC27A4,早产儿鱼鳞病综合征,604194
SLC29A3,组织细胞增多-淋巴结病综合征,612373
SLC2A1,癫痫，特发性，易感，12 ;张力失调9型;葡萄糖转运蛋白1缺陷综合征，婴儿期发病的，严重的;GLUT1缺乏症综合征2，儿童期发病（张力失调18型）;葡萄糖转运蛋白1缺陷综合征伴假性高钾血症和溶血,138140
SLC2A10,动脉迂曲综合征 ,606145
SLC2A2,糖尿病，非胰岛素依赖型;Fanconi-Bickel综合征,138160
SLC2A9,尿酸浓度、血清、QTL 2 ;肾性少尿2型,606142
SLC30A10,高锰血症伴肌张力失调，红细胞增多症，和肝硬化 ,611146
SLC30A2,锌缺乏症，短暂性新生儿 ,609617
SLC30A8,非胰岛素依赖性糖尿病，易感,611145
SLC33A1,先天性白内障、听力损失和神经退行性疾病 ;痉挛性截瘫42，常染色体显性遗传 ,603690
SLC34A1,范可尼肾小管综合征2型;血钙过多，婴儿期，2;低磷血症肾结石/骨质疏松症1型,182309
SLC34A2,肺泡微结石症 ,604217
SLC34A3,低磷性佝偻病伴高钙尿症 ,609826
SLC35A1,先天性糖基化障碍，IIf型,605634
SLC35A2,先天性糖基化障碍，IIM型,314375
SLC35A3,关节挛缩，智力低下和癫痫发作 ,605632
