Disease ID	Disease	TYPE of Disease	GeneSymbol	Inheritance
D-0443	Gamstorp-Wohlfart综合征	神经系统	HINT1	NA
D-0444	远端型遗传性运动神经病	神经系统	SLC5A7	NA
D-0445	巨脑性白质脑病伴皮层下囊肿	神经系统	HEPACAM	NA
D-0446	遗传性神经痛性肌萎缩	神经系统	SEPT	NA
D-0447	远端关节痉挛	神经系统	ECEL1	NA
D-0447	远端关节痉挛	神经系统	MYBPC1	NA
D-0447	远端关节痉挛	神经系统	PIEZO2	NA
D-0447	远端关节痉挛	神经系统	UBA1	NA
D-0448	联合氧化磷酸化缺乏症	神经系统	EARS2	NA
D-0449	先天性糖基化障碍	神经系统	DPAGT1	NA
D-0449	先天性糖基化障碍	神经系统	DPM2	NA
D-0450	面肩肱型肌营养不良2型	神经系统	SMCHD1	NA
D-0451	有或没有额颞痴呆的包涵体与早发性佩吉特肌病	神经系统	HNRNPA1	NA
D-0451	有或没有额颞痴呆的包涵体与早发性佩吉特肌病	神经系统	HNRNPA2B1	NA
D-0452	遗传与球状体弥漫性脑白质病	神经系统	CSF1R	NA
D-0453	智力障碍	神经系统	GRIN1	NA
D-0453	智力障碍	神经系统	PIGV	NA
D-0453	智力障碍	神经系统	ST3GAL3	NA
D-0456	脊髓性肌萎缩	神经系统	BICD2	NA
D-0456	脊髓性肌萎缩	神经系统	DNAJB2	NA
D-0456	脊髓性肌萎缩	神经系统	DNAJB2	NA
D-0456	脊髓性肌萎缩	神经系统	DYNC1H1	NA
D-0456	脊髓性肌萎缩	神经系统	SMN2	NA
D-0459	肌张力障碍	神经系统	PRRT2	NA
D-0459	肌张力障碍	神经系统	TOR1A	NA
D-0463	线状体肌病	神经系统	KLHL40	NA
D-0463	线状体肌病	神经系统	KLHL41	NA
D-0468	痉挛性截瘫	神经系统	ATL1	NA
D-0468	痉挛性截瘫	神经系统	KIF1A	NA
D-0468	痉挛性截瘫	神经系统	TFG	NA
D-0469	神经病	神经系统	DNMT1	NA
D-0469	神经病	神经系统	DST	NA
D-0469	神经病	神经系统	NGF	NA
D-0469	神经病	神经系统	SPTLC1	NA
D-0470	帕金森症	神经系统	PARK2	NA
D-0470	帕金森症	神经系统	PARK7	NA
D-0470	帕金森症	神经系统	UCHL1	NA
D-0471	癫痫相关基因	神经系统	ABCB1	NA
D-0471	癫痫相关基因	神经系统	ADGRG1	NA
D-0471	癫痫相关基因	神经系统	CACNA2D1	NA
D-0471	癫痫相关基因	神经系统	CCL2	NA
D-0471	癫痫相关基因	神经系统	CHD2	NA
D-0471	癫痫相关基因	神经系统	CHRNA7	NA
D-0471	癫痫相关基因	神经系统	CLCN2	NA
D-0471	癫痫相关基因	神经系统	CPA6	NA
D-0471	癫痫相关基因	神经系统	DEPDC5	NA
D-0471	癫痫相关基因	神经系统	DOCK7	NA
D-0471	癫痫相关基因	神经系统	DYRK1A	NA
D-0471	癫痫相关基因	神经系统	EFHC1	NA
D-0471	癫痫相关基因	神经系统	FOXG1	NA
D-0471	癫痫相关基因	神经系统	FOXH1	NA
D-0471	癫痫相关基因	神经系统	GABRA1	NA
D-0471	癫痫相关基因	神经系统	GABRB3	NA
D-0471	癫痫相关基因	神经系统	GABRD	NA
D-0471	癫痫相关基因	神经系统	GOSR2	NA
D-0471	癫痫相关基因	神经系统	GRIN1	NA
D-0471	癫痫相关基因	神经系统	GRIN2A	NA
D-0471	癫痫相关基因	神经系统	HNRNPU	NA
D-0471	癫痫相关基因	神经系统	KANSL1	NA
D-0471	癫痫相关基因	神经系统	KCNAB1	NA
D-0471	癫痫相关基因	神经系统	LIAS	NA
D-0471	癫痫相关基因	神经系统	MAGI2	NA
D-0471	癫痫相关基因	神经系统	MTOR	NA
D-0471	癫痫相关基因	神经系统	NALCN	NA
D-0471	癫痫相关基因	神经系统	NDE1	NA
D-0471	癫痫相关基因	神经系统	NEDD4L	NA
D-0471	癫痫相关基因	神经系统	PRICKLE2	NA
D-0471	癫痫相关基因	神经系统	PRRT2	NA
D-0471	癫痫相关基因	神经系统	QARS	NA
D-0471	癫痫相关基因	神经系统	SCN2A	NA
D-0471	癫痫相关基因	神经系统	SNAP25	NA
D-0471	癫痫相关基因	神经系统	ST3GAL3	NA
D-0471	癫痫相关基因	神经系统	ST3GAL5	NA
D-0471	癫痫相关基因	神经系统	SYNGAP1	NA
D-0471	癫痫相关基因	神经系统	SYNJ1	NA
D-0471	癫痫相关基因	神经系统	TGIF1	NA
D-0471	癫痫相关基因	神经系统	TUBB2A	NA
D-0472	脑白质营养不良	神经系统	AIMP1	NA
D-0472	脑白质营养不良	神经系统	CSF1R	NA
D-0472	脑白质营养不良	神经系统	CTC1	NA
D-0472	脑白质营养不良	神经系统	EARS2	NA
D-0472	脑白质营养不良	神经系统	HEPACAM	NA
D-0472	脑白质营养不良	神经系统	HTRA1	NA
D-0472	脑白质营养不良	神经系统	NDUFAF6	NA
D-0472	脑白质营养不良	神经系统	PEX11B	NA
D-0472	脑白质营养不良	神经系统	POLR3A	NA
D-0472	脑白质营养不良	神经系统	POLR3B	NA
D-0472	脑白质营养不良	神经系统	RALGAPA2	NA
D-0472	脑白质营养不良	神经系统	TUBB4A	NA
D-0474	着色性干皮病	神经系统	ERCC1	NA
D-0477	前脑无裂畸形	神经系统	CDON	NA
D-0479	过氧化物酶体生物合成障碍	神经系统	PEX12	NA
D-0479	过氧化物酶体生物合成障碍	神经系统	PEX19	NA
D-0479	过氧化物酶体生物合成障碍	神经系统	PEX2	NA
D-0480	线粒体呼吸链缺陷	神经系统	COA5	NA
D-0480	线粒体呼吸链缺陷	神经系统	COX14	NA
D-0480	线粒体呼吸链缺陷	神经系统	NDUFA10	NA
D-0480	线粒体呼吸链缺陷	神经系统	NDUFA12	NA
D-0480	线粒体呼吸链缺陷	神经系统	NDUFA9	NA
D-0480	线粒体呼吸链缺陷	神经系统	NDUFAF1	NA
D-0480	线粒体呼吸链缺陷	神经系统	NDUFB3	NA
D-0484	早期小儿癫痫性脑病	神经系统	GABRA1	NA
D-0484	早期小儿癫痫性脑病	神经系统	GRIN2B	NA
D-0484	早期小儿癫痫性脑病	神经系统	KCNT1	NA
D-0484	早期小儿癫痫性脑病	神经系统	NECAP1	NA
D-0484	早期小儿癫痫性脑病	神经系统	PIGA	NA
D-0484	早期小儿癫痫性脑病	神经系统	SCN2A	NA
D-0484	早期小儿癫痫性脑病	神经系统	SLC13A5	NA
D-0484	早期小儿癫痫性脑病	神经系统	SLC35A2	NA
D-0484	早期小儿癫痫性脑病	神经系统	SZT2	NA
D-0485	强迫症	神经系统	COMT	NA
D-0485	强迫症	神经系统	DRD1	NA
D-0485	强迫症	神经系统	HTR1B	NA
D-0485	强迫症	神经系统	HTR2A	NA
D-0485	强迫症	神经系统	SLC6A4	NA
D-0488	脊髓小脑共济失调	神经系统	ATXN8	NA
D-0490	肌营养不良	神经系统	B3GALNT2	NA
D-0490	肌营养不良	神经系统	B4GAT1	NA
D-0490	肌营养不良	神经系统	CHKB	NA
D-0490	肌营养不良	神经系统	DAG1	NA
D-0490	肌营养不良	神经系统	DNAJB6	NA
D-0490	肌营养不良	神经系统	GMPPB	NA
D-0490	肌营养不良	神经系统	ISPD	NA
D-0490	肌营养不良	神经系统	MYOT	NA
D-0490	肌营养不良	神经系统	PLEC	NA
D-0490	肌营养不良	神经系统	POMK	NA
D-0490	肌营养不良	神经系统	TMEM5	NA
D-0490	肌营养不良	神经系统	TNPO3	NA
D-0490	肌营养不良	神经系统	TRAPPC11	NA
D-0491	腓骨肌萎缩症	神经系统	DHTKD1	NA
D-0491	腓骨肌萎缩症	神经系统	DNAJB2	NA
D-0491	腓骨肌萎缩症	神经系统	DYNC1H1	NA
D-0491	腓骨肌萎缩症	神经系统	GNB4	NA
D-0491	腓骨肌萎缩症	神经系统	LRSAM1	NA
D-0491	腓骨肌萎缩症	神经系统	MARS	NA
D-0491	腓骨肌萎缩症	神经系统	PDK3	NA
D-0491	腓骨肌萎缩症	神经系统	RAB7A	NA
D-0491	腓骨肌萎缩症	神经系统	SBF1	NA
D-0491	腓骨肌萎缩症	神经系统	TRIM2	NA
D-0492	肌病	神经系统	CCDC78	NA
D-0492	肌病	神经系统	MEGF10	NA
D-0492	肌病	神经系统	MTMR14	NA
D-0495	Rett综合征	神经系统	FOXG1	NA
D-0496	肌无力	神经系统	ALG14	NA
D-0496	肌无力	神经系统	GFPT1	NA
ND-0001	aHUS,肾小管和间质和代谢病	肾脏风湿	CFHR1	NA
ND-0001	aHUS,肾小管和间质和代谢病	肾脏风湿	CFHR3	NA
ND-0002	ASD谱系障碍	儿保	CHD8	NA
ND-0002	ASD谱系障碍	儿保	CNTN4	NA
ND-0002	ASD谱系障碍	儿保	CDH10	NA
ND-0002	ASD谱系障碍	儿保	TAS2R1	NA
ND-0002	ASD谱系障碍	儿保	CDH9	NA
ND-0002	ASD谱系障碍	儿保	SHANK2	NA
ND-0002	ASD谱系障碍	儿保	KATNAL2	NA
ND-0002	ASD谱系障碍	儿保	SEMA5A	NA
ND-0003	B 细胞缺乏	免疫系统	LRCC8	NA
ND-0003	B 细胞缺乏	免疫系统	IGHM	NA
ND-0003	B 细胞缺乏	免疫系统	VPREB1	NA
ND-0004	CFHR5缺乏导致的肾病,肾小管和间质和代谢病	肾脏风湿	CFHR5	NA
ND-0005	Fabry病	肾脏风湿	NAT8	NA
ND-0007	FSGS,肾小管和间质和代谢病	肾脏风湿	MYO1E	NA
ND-0008	Joubert综合征（肾囊肿）	肾脏风湿	TMEM237	NA
ND-0008	Joubert综合征（肾囊肿）	肾脏风湿	TCTN3	NA
ND-0008	Joubert综合征（肾囊肿）	肾脏风湿	TMEM138	NA
ND-0008	Joubert综合征（肾囊肿）	肾脏风湿	TMEM231	NA
ND-0009	Neuromuscular Diseases Panel	神经	KLHL9	NA
ND-0009	Neuromuscular Diseases Panel	神经	IFRD1	NA
ND-0009	Neuromuscular Diseases Panel	神经	HACD1	NA
ND-0009	Neuromuscular Diseases Panel	神经	SLA2	NA
ND-0009	Neuromuscular Diseases Panel	神经	ZC4H2	NA
ND-0010	SCID 重症联合免疫缺陷	免疫系统	PTPRCAP	NA
ND-0010	SCID 重症联合免疫缺陷	免疫系统	LCK	NA
ND-0014	常染色体显性遗传多囊肾病,结构异常和囊性肾病	肾脏风湿	PRKD3	NA
ND-0014	常染色体显性遗传多囊肾病,结构异常和囊性肾病	肾脏风湿	PRKD2	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	NSMF	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	VNN3	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	VNN1	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	HS6ST1	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	GATA2	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	VNN2	NA
ND-0015	低促基因 尿道下裂基因 隐睾基因	内分泌	RXFP2	NA
ND-0018	低镁症，肾性,肾小管和间质和代谢病	肾脏风湿	CNNM2	NA
ND-0019	低尿酸血症，肾性,肾小管和间质和代谢病	肾脏风湿	SLC2A9	NA
ND-0023	肥胖	儿保	KCTD15	NA
ND-0023	肥胖	儿保	TMEM18	NA
ND-0023	肥胖	儿保	SH2B1	NA
ND-0023	肥胖	儿保	NEGR1	NA
ND-0023	肥胖	儿保	GP2	NA
ND-0023	肥胖	儿保	KLF9	NA
ND-0023	肥胖	儿保	FAIM2	NA
ND-0023	肥胖	儿保	GNPDA2	NA
ND-0023	肥胖	儿保	ETV5	NA
ND-0023	肥胖	儿保	MTCH2	NA
ND-0023	肥胖	儿保	CDKAL1	NA
ND-0024	腓骨肌萎缩病CMT1A型	神经	COX5A	NA
ND-0024	腓骨肌萎缩病CMT1A型	神经	COX8A	NA
ND-0024	腓骨肌萎缩病CMT1A型	神经	TEKT3	NA
ND-0027	高草酸尿症Ⅲ型,肾小管和间质和代谢病	肾脏风湿	HOGA1	NA
ND-0028	高免疫球蛋白M症候群(Hyper-IgM syndrome；簡稱HIM syndrome)	免疫系统	CD40	NA
ND-0028	高免疫球蛋白M症候群(Hyper-IgM syndrome；簡稱HIM syndrome)	免疫系统	CD40LG	NA
ND-0029	高尿酸血症、肺动脉高压、肾衰竭并碱中毒,肾小管和间质和代谢病	肾脏风湿	SARS2	NA
ND-0030	共济失调毛细血管扩张症	免疫系统	NBN	NA
ND-0030	共济失调毛细血管扩张症	免疫系统	NLRP2	NA
ND-0030	共济失调毛细血管扩张症	免疫系统	MRE11B	NA
ND-0033	激素耐药型肾病综合征,肾小管和间质和代谢病	肾脏风湿	KIRREL	NA
ND-0034	家族性矮小	内分泌	PHA2A	NA
ND-0034	家族性矮小	内分泌	MMVP1	NA
ND-0034	家族性矮小	内分泌	AAS	NA
ND-0034	家族性矮小	内分泌	KMT2A	NA
ND-0034	家族性矮小	内分泌	PIK3R1	NA
ND-0034	家族性矮小	内分泌	HRD	NA
ND-0039	卡介苗播散	免疫系统	IL12RB1	NA
ND-0039	卡介苗播散	免疫系统	LPRS1	NA
ND-0039	卡介苗播散	免疫系统	IL17A	NA
ND-0039	卡介苗播散	免疫系统	IFNGR2	NA
ND-0039	卡介苗播散	免疫系统	POROK2	NA
ND-0039	卡介苗播散	免疫系统	SLC11A1	NA
ND-0039	卡介苗播散	免疫系统	IMD32A	NA
ND-0039	卡介苗播散	免疫系统	IRGM	NA
ND-0039	卡介苗播散	免疫系统	NRAMP1	NA
ND-0039	卡介苗播散	免疫系统	IFNG	NA
ND-0039	卡介苗播散	免疫系统	MC3R	NA
ND-0039	卡介苗播散	免疫系统	CD209	NA
ND-0039	卡介苗播散	免疫系统	TIRAP	NA
ND-0039	卡介苗播散	免疫系统	GATA2	NA
ND-0039	卡介苗播散	免疫系统	IRF8	NA
ND-0039	卡介苗播散	免疫系统	IMD35	NA
ND-0039	卡介苗播散	免疫系统	POROK3	NA
ND-0039	卡介苗播散	免疫系统	TLR2	NA
ND-0039	卡介苗播散	免疫系统	CISH	NA
ND-0041	慢性肉芽肿症（chronicgranulomatous disease,CGD）	免疫系统	ICOSLG	NA
ND-0041	慢性肉芽肿症（chronicgranulomatous disease,CGD）	免疫系统	TNFSF13	NA
ND-0041	慢性肉芽肿症（chronicgranulomatous disease,CGD）	免疫系统	TNFSF13B	NA
ND-0041	慢性肉芽肿症（chronicgranulomatous disease,CGD）	免疫系统	SH2DIA	NA
ND-0041	慢性肉芽肿症（chronicgranulomatous disease,CGD）	免疫系统	CR2	NA
ND-0041	慢性肉芽肿症（chronicgranulomatous disease,CGD）	免疫系统	ANP32B	NA
ND-0042	免疫功能下降-中性球減少症(neutropenia) 	免疫系统	LAMTOR2	NA
ND-0044	黏多糖	筛查	SLC26A1	NA
ND-0044	黏多糖	筛查	GLB1L	NA
ND-0044	黏多糖	筛查	HS3ST6	NA
ND-0044	黏多糖	筛查	HS3ST5	NA
ND-0044	黏多糖	筛查	CHPF2	NA
ND-0044	黏多糖	筛查	B3GNT4	NA
ND-0044	黏多糖	筛查	GPC2	NA
ND-0044	黏多糖	筛查	CHST5	NA
ND-0049	肾病综合征,肾小管和间质和代谢病	肾脏风湿	PTPRO	NA
ND-0049	肾病综合征,肾小管和间质和代谢病	肾脏风湿	DGKE	NA
ND-0051	肾发育不良,结构异常和囊性肾病	肾脏风湿	BICC1	NA
ND-0053	肾细胞癌,错构瘤	肾脏风湿	DIRC2	NA
ND-0053	肾细胞癌,错构瘤	肾脏风湿	OGG1	NA
ND-0053	肾细胞癌,错构瘤	肾脏风湿	TFE3	NA
ND-0053	肾细胞癌,错构瘤	肾脏风湿	RNF139	NA
ND-0053	肾细胞癌,错构瘤	肾脏风湿	PRCC	NA
ND-0058	生长激素受体异常	儿保	IGF2R	NA
ND-0059	湿疹血小板减少伴免疫缺陷综合征	免疫系统	WASF1	NA
ND-0059	湿疹血小板减少伴免疫缺陷综合征	免疫系统	WASL	NA
ND-0059	湿疹血小板减少伴免疫缺陷综合征	免疫系统	WASF3	NA
ND-0059	湿疹血小板减少伴免疫缺陷综合征	免疫系统	WASF2	NA
ND-0060	嗜铬细胞瘤	肾脏风湿	MAX	NA
ND-0060	嗜铬细胞瘤	肾脏风湿	TMEM127	NA
ND-0063	性发育异常	内分泌	TES	NA
ND-0063	性发育异常	内分泌	MAP3K4	NA
ND-0064	性早熟	内分泌	YY1	NA
ND-0064	性早熟	内分泌	LIN28B	NA
ND-0064	性早熟	内分泌	TTF1	NA
ND-0064	性早熟	内分泌	MKRN3	NA
ND-0064	性早熟	内分泌	CUX1	NA
ND-0065	性早熟,低促基因 尿道下裂基因 隐睾基因	内分泌	GNRH1	NA
ND-0065	性早熟，低促基因 尿道下裂基因 隐睾基因	内分泌	KISS1	NA
ND-0066	药物代谢相关基因	药物代谢	SLC15A2	NA
ND-0066	药物代谢相关基因	药物代谢	UGT2B17	NA
ND-0066	药物代谢相关基因	药物代谢	SLC22A2	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2D6	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2C19	NA
ND-0066	药物代谢相关基因	药物代谢	SLCO2B1	NA
ND-0066	药物代谢相关基因	药物代谢	VKORC1	NA
ND-0066	药物代谢相关基因	药物代谢	UGT2B7	NA
ND-0066	药物代谢相关基因	药物代谢	UGT2B15	NA
ND-0066	药物代谢相关基因	药物代谢	SLC22A6	NA
ND-0066	药物代谢相关基因	药物代谢	CYP1A1	NA
ND-0066	药物代谢相关基因	药物代谢	GSTP1	NA
ND-0066	药物代谢相关基因	药物代谢	TPMT	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2A6	NA
ND-0066	药物代谢相关基因	药物代谢	SLC22A1	NA
ND-0066	药物代谢相关基因	药物代谢	CYP3A5	NA
ND-0066	药物代谢相关基因	药物代谢	SULT1A1	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2C9	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2E1	NA
ND-0066	药物代谢相关基因	药物代谢	ABCG2	NA
ND-0066	药物代谢相关基因	药物代谢	CYP1A2	NA
ND-0066	药物代谢相关基因	药物代谢	GSTM1	NA
ND-0066	药物代谢相关基因	药物代谢	NAT2	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2C8	NA
ND-0066	药物代谢相关基因	药物代谢	CYP2B6	NA
ND-0066	药物代谢相关基因	药物代谢	NAT1	NA
ND-0066	药物代谢相关基因	药物代谢	GSTT1	NA
ND-0066	药物代谢相关基因	药物代谢	CYP3A4	NA
ND-0068	远端肾小管酸中毒,肾小管和间质和代谢病	肾脏风湿	ATP6V1A	NA
ND-0068	远端肾小管酸中毒,肾小管和间质和代谢病	肾脏风湿	RBFOX2	NA
ND-0069	智力相关-记忆力	儿保	NRN1	NA
ND-0071	智力相关-神经递质	儿保	NOS1	NA
ND-0071	智力相关-神经递质	儿保	MAOB	NA
ND-0071	智力相关-神经递质	儿保	CCKAR	NA
ND-0071	智力相关-神经递质	儿保	CHRM2	NA
ND-0072	自免疫疾病	免疫系统	NOD2	NA
